 2       0            8             7    6        ; 2       0                     5  71     6        ;DRAW - timeout
 2       0          8            7   6 6    7     ; 2       0                        7     6         ;DRAW - timeout
 2       0          8            7    67          ; 2       0                      7     6  0        ;DRAW - timeout
 2       0          81            7    6          ; 2       0                       7 0    6         ;DRAW - timeout
 2       0          8             7    6          ; 2      3 0                      7     6          ;DRAW - timeout
 2       0          8       8      7    6         ; 2       0                      7     6           ;DRAW - timeout
 2       0          8            3 7    6         ; 2       0                       7     6   2      ;DRAW - timeout
 2       0         0              7    6          ; 2       0                       7     62         ;DRAW - timeout
 2       0         8              7    6          ; 2   3    0                        7     6        ; 2   3    0                        7     6        
 2       0                        7     6    5    ;2               0 4                               ;DRAW - timeout
 2       0    6                   7     6         ;2           0   0                                 ;DRAW - timeout
 2       0   2                    7     6         ;2               0    9                            ; 2       0   2                    7     6         
2                0                                ;2          0        1                             ;2                0                                
2                                                 ;2  3                    0                 3      5;2  3                    0                 3      5
2  3                     0                       5;2  3                   3                5         ;2  3                   3                5         
2    3                 3                5         ;2    3                                            ;2    3                 3                5         
2    3           1             4                  ;2    3                    1                       ;2    3                    1                       
2    3      4              5                      ;2                  9                          9   ;2    3      4              5                      
2                  9                           9  ;2   3           263  7             2   95 91  8   ;2   3           263  7             2   95 91  8   
2   3           263  7 9           2   95  91     ;2   3           44               2  2 9  91       ;2   3           263  7 9           2   95  91     
2   3            4               2  2 9  91       ;2   3       9    4               2   9  91        ;2   3            4               2  2 9  91       
22   3       9    4               2   9  91       ;2   3          6 2              2 1   59  91      ;2   3          6 2              2 1   59  91      
2   3          60               2 1   59  91      ;2   7 1  5                  5        9  9         ;2   3          60               2 1   59  91      
2   7 1  5             2     5        9 9         ;2   7   5                   5        9            ;2   7   5                   5        9            
2   7   5 7                  5       9            ; 2   3    0                        7     6        ; 2   3    0                        7     6        
 2  3    0                        7     6         ; 2       0   2                    7     6         ; 2  3    0                        7     6         
 2       0   2        8            7     6        ;2                0                                ;DRAW - timeout
 2       0   2         7           7  7   6       ;22                0                               ;DRAW - timeout
 2       0   2                    7     6       7 ;2                0                                ;DRAW - timeout
 2   6       2                    7     6         ;2                 0                               ;DRAW - timeout
 21      0   2                    7     6         ;2     7            40                             ; 21      0   2                    7     6         
2                 0                               ;2  3     7                0                 3     ;2  3     7                0                 3     
  3                   0                 3      5  ;2  3                   3        6        5        ;2  3                   3        6        5        
2  3                  3                5          ;2    3                 3                5         ;2    3                 3                5         
2    3                 3                 5        ;2    3                    1                       ;2    3                    1                       
2    3                   1                8       ;2    3      4            8 55                     ;2    3                   1                8       
2  5   3      4              5                    ;2    3 7          263  7             2   95 91  8 ;2    3 7          263  7             2   95 91  8 
2   3           263  7             2   95 91  8   ;2   3     1      263  7 9      4     2   95  91   ;2   3           263  7             2   95 91  8   
2   3          263  7 9          2   95  91       ;2   3            4     5          2  29  91       ;2   3          263  7 9          2   95  91       
2   3           3 4               2  2 9  91      ;2 6  3          6 2              2 1   59  91     ;2   3           3 4               2  2 9  91      
2   3   9       6 2              2    59  91      ;2   3       5   960               2 1   59  91    ;2   3       5   960               2 1   59  91    
2   3          60               2 1   59  91      ;2   7   5     4              5        9           ;2   3          60               2 1   59  91      
2   7   5                   5        9            ; 2   3    0                       7     6         ; 2   3    0                       7     6         
 2   53    0                        7     6       ; 2  3    0                         7     6       1; 2  3    0                         7     6       1
 2  3    0                       7     6          ; 21  2    0   2            0        7     6       ; 2  3    0                       7     6          
 21      0   2        5            7    3 6       ;2  3     7           6     0                 3    ;2  3     7           6     0                 3    
2  3     7                0                 3     ;2  3                   3       6       5          ;2  3                   3       6       5          
2  3                    3        6   6     5      ;2    3       5          3                5        ;2    3       5          3                5        
2    3    6             3         0      5        ;2    3                    1                       ;2    3                    1                       
2    3                    1                       ;2    3                  2 1                8      ;2    3                  2 1                8      
2    3                   1                8       ;2    3  7     5     263  7            2   95 91  8;2    3                   1                8       
2    3 7          2 63  7             2   95 91  8;2  3 3           263  7             2   95 91   8 ;2  3 3           263  7             2   95 91   8 
2   3           263  7      6       2   95 91  8  ;2   3          263  7 9   9       2   95 91       ;2   3          263  7 9   9       2   95 91       
32   3          263  7 9          2   95  91      ;2   3           3 4               2  2 9  91      ;2   3           3 4               2  2 9  91      
2   3           3 4               2  2 9  1   3   ;2   3        5   960  3             2 1   59  91  ;2   3           3 4               2  2 9  1   3   
2   3       5  1 960               2 1   59  91   ;2   3          60                2 1   059  91    ;2   3       5  1 960               2 1   59  91   
29   3          60               2 2 1   59  91   ; 2   3    0      0               2  7     6       ; 2   3    0      0               2  7     6       
 2   3    0       1        3        7     6       ; 2  3    0                          7     6       ; 2  3    0                          7     6       
 2  3    0                         7     6  1     ; 2  3    0                       7     6          ; 2  3    0                       7     6          
 2  3    0       7     5           7     6        ;2  3     7           6     0                  3   ; 2  3    0       7     5           7     6        
2  3     7           6     0           4       3  ;2  3      5             3       6        5        ;2  3      5             3       6        5        
2  3                   3       6       5          ;2    3       5          3            3  4  5      ;2    3       5          3            3  4  5      
2    3       65          3                5     0 ;2    3                     1                      ;2    3                     1                      
2    3           8         1                      ;2    3                  2 1               8  4    ;2    3                  2 1               8  4    
2    3                   2 1                8     ;2    3                   1         9       8   2  ;2    3                   2 1                8     
2 5   3                   1                8      ;2  3 3           263  7              2   9 91   8 ;2  3 3           263  7              2   9 91   8 
2  3 3           263  7            2   95 91  8   ;2   3          263  7 9   9   5    2   95 91      ;2   3          263  7 9   9   5    2   95 91      
2   3          263  7 9   9       2   95 91       ;2   3           3 4               2  2 9  91      ;2   3          263  7 9   9       2   95 91       
2   3            3 4               2  2 9  91     ;2   3       7    3 4               2  2 9  1   3  ;2   3       7    3 4               2  2 9  1   3  
2   3   9        3 4               2   9  12   3  ;2   3    9   5  1 960               2 1   59  91 1;2   3   9        3 4               2   9  12   3  
2   3       5  1 960    88           2 1   59  91 ; 2   3    0      0                2  7     6      ; 2   3    0      0                2  7     6      
 2   3          06        8       2  7     6      ; 2  3    0                           7     6      ; 2  3    0                           7     6      
  2  3    0                          7     6      ; 2  3    0                       7     6          ;  2  3    0                          7     6      
 2 0 3    0               6        7 5    6       ; 2  3    0       77     5           7     6       ; 2  3    0       77     5           7     6       
 2 3   5 0       7     5           7     6        ;2  3      5             3       6        5        ; 2 3   5 0       7     5           7     6        
2  3      5             3       6        5        ;2    3       5          3            3  4 5       ;2    3       5          3            3  4 5       
2    3       8          3            3  4  5     6;2    3  8                   1                     ;2    3  8                   1                     
2    3         22            1                    ;2    3                 2 1              8  4      ;2    3         22            1                    
2    3                 2 1                8  4    ;2    3                  2 1                 8     ;2    3                 2 1                8  4    
2    3                   2 1                8     ;2  3 3           263  7              2   9 91   8 ;2  3 3           263  7              2   9 91   8 
2  3 3           263  7              2   9 91   8 ;2   3        263  7 9   9   5    2   395 91       ;2  3 3           263  7              2   9 91   8 
2   3          263  7 9    9   5    2   95 91     ;2   3         263  7 9   9      2   95 91         ;2   3         263  7 9   9      2   95 91         
29   3           263  7 9   9       2  95 91      ;2   3       7    3                2  2 9  1   3   ;2   3       7    3                2  2 9  1   3   
2   3       7    3 4               2  2 9  1   3  ;2   3   9       3 4              6 2   9  12   3  ;2   3   9       3 4              6 2   9  12   3  
2   3   9        3 4                2   9  12   3 ; 2 4  3    0       0       8         2  7     6   ;2   3   9        3 4                2   9  12   3 
 2   3    0      0               2  7      6      ; 2  3    0                            7     6 4   ; 2  3    0                            7     6 4   
 2  3    0                           7    6     1 ;  2  83    0                          7    1 6    ; 2  3    0                           7    6     1 
  2  3    0             9              7     66   ; 2  3    0       77     5           7     6       ;  2  3    0             9              7     66   
 2  3    0       77     5            7     6      ; 2 3   5 0  0     7     5           7     63      ; 2  3    0       77     5            7     6      
 2 3    5 0       75     5           7      6     ;2    3       5          3         6   3  4 5      ;2    3       5          3         6   3  4 5      
2    3       5          3            3 6 4 5      ;2    3  8       4            1                    ;2    3  8       4            1                    
2    3  8                   1     6               ;2    3          22       94     1                 ;2    3  8                   1     6               
2    3         242            1     0             ;2    3                 2 1                 8  4   ;2    3                 2 1                 8  4   
2    3                  2 1         4       8  4  ;2  3 3           263  7              2   9 915   8;2  3 3           263  7              2   9 915   8
2  3 3    6       263  7              2   9 913   ;2  3 3           263  7              52   9 91   8;2  3 3    6       263  7              2   9 913   
2  3 3       1    263  7              2  9 91   8 ;2   3         263  7 9    9      2   95 91        ;2   3         263  7 9    9      2   95 91        
2   3         263  79   9     2   95 91           ;2         7 9   3                2  2 9  1   3    ;2   3         263  79   9     2   95 91           
2   3       7    3                2  2 9  1   3   ;2   3   9        4             6 2   9  12   3    ;2   3   9        4             6 2   9  12   3    
2   3   9   7    33 4              6 2   9  12   3;2   3   9    8   3 4                2   9  12   3 ;2   3   9    8   3 4                2   9  12   3 
2   3   9        3 4                2   9  12   3 ; 2  3    0                            7     6 4   ;2   3   9        3 4                2   9  12   3 
 2  2 3    0                            7     6 4 ; 2  3    0                           77    6     1; 2  3    0                           77    6     1
 2  3    0                          7    6     1  ; 2 2  3    0  2           9    8          7     66; 2  3    0                          7    6     1  
  2  3    0             9           5   7     66  ; 2  3    0       77     5            7     6      ;  2  3    0             9           5   7     66  
 2  3    0      77     25            7     6      ;2    3       59 9         3         86   3  4 5   ; 2  3    0      77     25            7     6      
2    3    7   5          3         6   3  4 5     ;2    3  8       4            1                  4 ;2    3  8       4            1                  4 
2    3  8       4            1  5                 ;2    3  89                   1     6              ;2    3  8       4            1  5                 
2    3  8   3      1          1     6             ;2    3                 2 1          1      8  4   ;2    3                 2 1          1      8  4   
2    3                  2 1             8    8  4 ;2  3 3           263  7   3           2   9 915   ;2    3                  2 1             8    8  4 
2  3 3          263  7             2 2   9 915   8;2  3 3    6       263  7           4   2   9 913  ;2  3 3          263  7             2 2   9 915   8
2  3 3  5 6       263  7              2   9 913   ;2    3         263  7 9    9      2   95 91       ;2  3 3  5 6       263  7              2   9 913   
2   3         263  7 9    9      2   956 91       ;2   3         263  769   9     2   95 91         3;2   3         263  7 9    9      2   956 91       
2   3         3263  79   9     2 3  95 91         ;2   3   9       4              6 2   9  12   3    ;2   3   9       4              6 2   9  12   3    
2   3   9       4      2       6 2   9  12   3    ;2   3   9    8   3 4                2   9  12   3 ;2   3   9    8   3 4                2   9  12   3 
2   3   9     8   3 4                2    9  12   ;2      9        3 4                2   9  12   3  ;2   3   9     8   3 4                2    9  12   
2  3   9        3 4                 2   9  12   53; 22  3    0                           77    6     ; 22  3    0                           77    6     
 2  3    0                           707    6    1; 2  3    0 3                         7    6     1 ; 2  3    0                           707    6    1
 2  3    0                          7    6     1  ;  2  3    0    1         9       2    5   7     66;  2  3    0    1         9       2    5   7     66
  2  3    0             9           5   7     66  ; 2  3    0      77     25            76     6     ;  2  3    0             9           5   7     66  
 2   3    0     4 77     25            67     6   ;2    3  8       4           1 1                  4;2    3  8       4           1 1                  4
82    3  8       4            61                  ;2    3  8      4            1  5             7    ;2    3  8      4            1  5             7    
2    3  8       4            1  5                 ;2    3                 2 1          1 5     82  4 ;2    3  8       4            1  5                 
2    3                 2  1   4       1      8  4 ;2    3                  2 1             8    8  4 ;2    3                 2  1   4       1      8  4 
2    3                 2 1             8    8  4  ;2  3           263  7     0       2 2   9 915   8 ;2    3                 2 1             8    8  4  
2  37 3          263  7             2 2   99  915 ;2  3 3  5  6      263   7              2   9 913  ;2  37 3          263  7             2 2   99  915 
2  3 3  5 6       263  7               2   9 913  ;2   3      5   26 3  7 9    9      2   956 91     ;2   3      5   26 3  7 9    9      2   956 91     
2   3         263  79    9      2    956 91       ;2   3   9       4             6 2   9  12   3     ;2   3   9       4             6 2   9  12   3     
2   3    9       4              6 2   9  12   3   ;2   3   9    8   3 4                2   9  12   3 ;2   3   9    8   3 4                2   9  12   3 
2  3   9    8   3 4    0            2   9  12   3 ;2   3   9     8   3 46                2    9  12 4;2   3   9     8   3 46                2    9  12 4
2  0 3   9     8   3 4               2    9  12   ; 22  35    0             8             77    6    ; 22  35    0             8             77    6    
 22  3    0                          77    6      ; 2  3    0                           707    6   5 ; 22  3    0                          77    6      
 2  3    0         6                  707    6    ;  2  3   0    1          9       2    5   7     66; 2  3    0         6                  707    6    
  2  3    0 3   1         9  1     2    5   7     ;  2  3    0             9           5   7 1    66 ;  2  3    0 3   1         9  1     2    5   7     
  2  3    0             9           5  7     66   ;2    3         4           81 1                 4 ;  2  3    0             9           5  7     66   
2    3  78       4          4 1 1                 ;2    3  8      4            1  5             7    ;2    3  8      4            1  5             7    
2    3  8      4  1           1  5             7  ;2    3  8       74            1  5                ;2    3  8       74            1  5                
2    3  8       4            1  5   1             ;2   7 3                 2  1   4   5    1      8  ;2    3  8       4            1  5   1             
2    3                 2  1   4       1      8  4 ;2    3                 2 1  5           8    8  4 ;2    3                 2  1   4       1      8  4 
2    3                  2 1            8    8  4  ;2  37 3          263  7   1          2 2   99  915;2    3                  2 1            8    8  4  
2  37  3          263  7             2 2   994  91;2   3 4     51   26 3  7 9    9      2   956 91   ;2  37  3          263  7             2 2   994  91
2   3      5   26 3  7 9    9      28   956 91    ;2   3   9       4            6 2   9  12   3      ;2   3   9       4            6 2   9  12   3      
2   3   9      4      0       6 2   9  12 5  3    ;2   3   9    81   3 4                20   9  122  ;2   3   9    81   3 4                20   9  122  
2   3   9    89 9  3 4                2   9  12   ;2   3   9     8   3 466                 2    9  12;2   3   9    89 9  3 4                2   9  12   
2   23   69     8   3 46                2     9  1; 22  35    0             8             77     6   ; 22  35    0             8             77     6   
 522  35    0             8            77    6    ; 22  3    0                          77    6      ; 22  3    0                          77    6      
 22  3    0   3                      77    6      ; 2  3    0         6                  707   3 6   ; 22  3    0   3                      77    6      
 2  3    0  5       6               8   707    6  ;  2  3    0    1         9  1     2    5   7    3 ; 2  3    0  5       6               8   707    6  
  2  3    0 3   1         9  1     2    5   7 4   ;  2  3    0             9           5  77     66  ;  2  3    0 3   1         9  1     2    5   7 4   
  2  3   0             9           5  7     66    ;2    3  8      4            1  5            7 1   ;  2  3   0             9           5  7     66    
2   6 3 8      4            1  5             7    ;2    3  8        74            1  5      0        ;2    3  8        74            1  5      0        
2    3  8       74            1  5                ;2     3  8        4            1  5   1           ;2    3  8       74            1  5                
2    3  8      4   1         1  5   1      4      ;2     3                 7 2  1   4       1      8 ;2    3  8      4   1         1  5   1      4      
2    3                 2  1  4       1     8  4   ;2    3                  2 1       5     8    8  4 ;2    3                 2  1  4       1     8  4   
2    3                   2 1            8    8  4 ;2  37  3          263  7             2 2   9942  9;2    3                   2 1            8    8  4 
2  37  3          263  7             2  2   994  9;2   3   9       4    7        6 2   9  12   3     ;2   3   9       4    7        6 2   9  12   3     
2   3   9       4  0          6 2     12   3      ;2   33   9    81   3 4                20   9  122 ;2   33   9    81   3 4                20   9  122 
2   3 1  9    81   3 4          5      20   9  122;2   3   9    89 9  3 4                2   9  12   ;2   3 1  9    81   3 4          5      20   9  122
2   3   9    89 9  3 4                2   9  1    ; 220  35    0           9  8             77     6 ;2   3   9    89 9  3 4                2   9  1    
 22  35    0            8              77     6   ; 22  3    0 8                         77    6     ; 22  35    0            8              77     6   
 22  33    0                          77    6     ; 22  3   7 0   3                   0   77    6    ; 22  33    0                          77    6     
 22  3    0   3                      77    6      ; 2  3    0  5       6              8   707    6   ; 2  3    0  5       6              8   707    6   
 2  3    50  5   6    6          1     8   707    ;  2  3    0 3   1           9  1     2    5   7 4 ;  2  3    0 3   1           9  1     2    5   7 4 
  2  3    0 3   1         9  1     2    5   7 4   ;  2  3   0       7      9           5  7    66    ;  2  3    0 3   1         9  1     2    5   7 4   
  2  3   0             9           5   7    4 66  ;2     3  8        74            1  5      0       ;  2  3   0             9           5   7    4 66  
2    3  8        746            1  5      0       ;2  7  3  8       74            1  5               ;2    3  8        746            1  5      0       
2    3  8       74            1  5         6      ;2    3  8      4   1         1  5   1      4  9   ;2    3  8      4   1         1  5   1      4  9   
2    3  8      4   1         1  5  1     4        ;2    3                 2  1  4   7    1  0   8  4 ;2    3                 2  1  4   7    1  0   8  4 
2    3                  2  1  4       1      8  4 ;2    3                  2 1       8     8    8  4 ;2    3                  2 1       8     8    8  4 
2    3    4               2 1      1      8    8  ;2   3   93       4    7       6 2   9  12   3     ;2   3   93       4    7       6 2   9  12   3     
2   3   9      4    7        6 2   9  12   3      ;2   33   9    81   3 4                20   9  122 ;2   33   9    81   3 4                20   9  122 
2   33   9    81   3 4              3  20   9  122;2   3 1  9    81   3 4           5      20   9  12;2   33   9    81   3 4              3  20   9  122
2   3 1  9    81   3 4           5      20   9  12;2   3   9    89 9  3 4                2   9  1    ;2   3   9    89 9  3 4                2   9  1    
